user_id,snapshot_t,forecast_probability
a0WOG000001cVF72AM,2026-07-31,0.6338359
a0WOG000001cVOn2AM,2026-07-31,0.30655605
a0WOG000001cW1V2AU,2026-07-31,0.7845406
a0WOG000001dhkT2AQ,2026-07-31,0.408999
a0WOG000001dyDR2AY,2026-07-31,0.17987727
a0WOG000001e0VN2AY,2026-07-31,0.43604773
a0WOG000001e7La2AI,2026-07-31,0.45752484
a0WOG000001e8r72AA,2026-07-31,0.95426524
a0WOG000001eAo52AE,2026-07-31,0.9097536
a0WOG000001eOmD2AU,2026-07-31,0.58409446
a0WOG000001ea932AA,2026-07-31,0.94285125
a0WOG000001ewUY2AY,2026-07-31,0.1965794
a0WOG000001f0TJ2AY,2026-07-31,0.019166848
a0WOG000001f4QT2AY,2026-07-31,0.18334745
a0WOG000001f5rB2AQ,2026-07-31,0.015471534
a0WOG000001fAsT2AU,2026-07-31,0.09895562
a0WOG000001fBmv2AE,2026-07-31,0.021521192
a0WOG000001fNhd2AE,2026-07-31,0.16641669
a0WOG000001fPWX2A2,2026-07-31,0.05275225
a0WOG000001faVC2AY,2026-07-31,0.045998935
a0WOG000001fmeP2AQ,2026-07-31,0.1849197
a0WOG000001fohp2AA,2026-07-31,0.62723064
a0WOG000001gOAD2A2,2026-07-31,0.6435336
a0WOG000001gYCn2AM,2026-07-31,0.023169793
a0WOG000001gZDk2AM,2026-07-31,0.22336052
a0WOG000001gaxl2AA,2026-07-31,0.07179068
a0WOG000001geBl2AI,2026-07-31,0.13427381
a0WOG000001h6hW2AQ,2026-07-31,0.88355887
a0WOG000001h8Ht2AI,2026-07-31,0.84643435
a0WOG000001hE3x2AE,2026-07-31,0.09421995
a0WOG000001hEC12AM,2026-07-31,0.084262215
a0WOG000001hTRB2A2,2026-07-31,0.7828401
a0WOG000001hUa92AE,2026-07-31,0.07226742
a0WOG000001i1Pd2AI,2026-07-31,0.18463786
a0WOG000001i98f2AA,2026-07-31,0.06296984
a0WOG000001iRWz2AM,2026-07-31,0.19012423
a0WOG000001iWlB2AU,2026-07-31,0.084219135
a0WOG000001iXfd2AE,2026-07-31,0.3277916
a0WOG000001jH2X2AU,2026-07-31,0.08239545
a0WOG000001jKOb2AM,2026-07-31,0.042513836
a0WOG000001jRwL2AU,2026-07-31,0.9445547
a0WOG000001jyvV2AQ,2026-07-31,0.015210419
a0WOG000001k4rF2AQ,2026-07-31,0.9463772
a0WOG000001l3oH2AQ,2026-07-31,0.25233886
a0WOG000001l6W12AI,2026-07-31,0.79582715
a0WOG000001l7Ld2AI,2026-07-31,0.1765367
a0WOG000001l7Or2AI,2026-07-31,0.062133167
a0WOG000001l9VV2AY,2026-07-31,0.40969682
a0WOG000001lSI12AM,2026-07-31,0.029549552
a0WOG000001lTxF2AU,2026-07-31,0.02781071
a0WOG000001lYdZ2AU,2026-07-31,0.40226185
a0WOG000001lboL2AQ,2026-07-31,0.18051924
a0WOG000001ljHF2AY,2026-07-31,0.018997472
a0WOG000001mGt72AE,2026-07-31,0.7520417
a0WOG000001mIYL2A2,2026-07-31,0.06954248
a0WOG000001mY0P2AU,2026-07-31,0.64929324
a0WOG000001mlth2AA,2026-07-31,0.78490293
a0WOG000001n07x2AA,2026-07-31,0.012073124
a0WOG000001nOwg2AE,2026-07-31,0.060868435
a0WOG000001o1Bd2AI,2026-07-31,0.14772019
a0WOG000001o3LW2AY,2026-07-31,0.06318611
a0WOG000001pc132AA,2026-07-31,0.10024431
a0WOG000001pjH32AI,2026-07-31,0.09940885
a0WOG000001pro62AA,2026-07-31,0.033517823
a0WOG000001qVFF2A2,2026-07-31,0.029870817
a0WOG000001qVIT2A2,2026-07-31,0.20288013
a0WOG000001qVK52AM,2026-07-31,0.89468503
a0WOG000001qZdp2AE,2026-07-31,0.14662886
a0WOG000001qeIX2AY,2026-07-31,0.13484573
a0WOG000001qqQ92AI,2026-07-31,0.89463216
a0WOG000001rFGT2A2,2026-07-31,0.18207099
a0WOG000001rVhp2AE,2026-07-31,0.015150124
a0WOG000001rtgv2AA,2026-07-31,0.1335633
a0WOG000001s75Z2AQ,2026-07-31,0.21686919
a0WOG000001s7QX2AY,2026-07-31,0.10724914
a0WOG000001sB5x2AE,2026-07-31,0.07385343
a0WOG000001sCMz2AM,2026-07-31,0.8489486
a0WOG000001satx2AA,2026-07-31,0.019979423
a0WOG000001tExp2AE,2026-07-31,0.14542042
a0WOG000001tU6X2AU,2026-07-31,0.07701005
a0WOG000001tUcn2AE,2026-07-31,0.55272835
a0WOG000001tpCb2AI,2026-07-31,0.83658093
a0WOG000001uA7N2AU,2026-07-31,0.46226814
a0WOG000001uFgX2AU,2026-07-31,0.6136839
a0WOG000001uObl2AE,2026-07-31,0.9265463
a0WOG000001uosn2AA,2026-07-31,0.5513246
a0WOG000001upIb2AI,2026-07-31,0.008158841
a0WOG000001uqsz2AA,2026-07-31,0.7413769
a0WOG000001uubd2AA,2026-07-31,0.06097766
a0WOG000001v7932AA,2026-07-31,0.33029082
a0WOG000004Ik0T2AS,2026-07-31,0.0306185
a0WOG000004Imgb2AC,2026-07-31,0.16432033
a0WOG000004Ita12AC,2026-07-31,0.05635726
a0WOG000004JlvN2AS,2026-07-31,0.18279344
a0WOG000004Joy52AC,2026-07-31,0.21680781
a0WOG000004K4Jh2AK,2026-07-31,0.1668738
a0WOG000004KWEL2A4,2026-07-31,0.018135577
a0WOG000004Kd4X2AS,2026-07-31,0.086701386
a0WOG000004KgGv2AK,2026-07-31,0.16677858
a0WOG000004LN2X2AW,2026-07-31,0.37149867
a0WOG000004LUjx2AG,2026-07-31,0.73899287
a0WOG000004LWCH2A4,2026-07-31,0.35572535
a0WOG000004Lj6H2AS,2026-07-31,0.8684292
a0WOG000004M5LJ2A0,2026-07-31,0.52473766
a0WOG000004M7Wn2AK,2026-07-31,0.090023555
a0WOG000004Mkmf2AC,2026-07-31,0.73728454
a0WOG000004MtbR2AS,2026-07-31,0.007247553
a0WOG000004MuKc2AK,2026-07-31,0.7402542
a0WOG000004N3PV2A0,2026-07-31,0.82601595
a0WOG000004NsGj2AK,2026-07-31,0.69032794
a0WOG000004O88b2AC,2026-07-31,0.3534965
a0WOG000004O8a12AC,2026-07-31,0.7729575
a0WOG000004O9HZ2A0,2026-07-31,0.4922855
a0WOG000004OT9p2AG,2026-07-31,0.023415796
a0WOG000004OVJh2AO,2026-07-31,0.017914928
a0WOG000004OqO92AK,2026-07-31,0.02795473
a0WOG000004PQeX2AW,2026-07-31,0.647889
a0WOG000004PdWv2AK,2026-07-31,0.16033876
a0WOG000004Pda92AC,2026-07-31,0.055188224
a0WOG000004QE9t2AG,2026-07-31,0.06629768
a0WOG000004QTgo2AG,2026-07-31,0.84750336
a0WOG000004QZXh2AO,2026-07-31,0.12332294
a0WOG000004R1Lt2AK,2026-07-31,0.25420347
a0WOG000004RIwD2AW,2026-07-31,0.054951947
a0WOG000004RLhB2AW,2026-07-31,0.19756877
a0WOG000004RYWL2A4,2026-07-31,0.8583359
a0WOG000004RiQr2AK,2026-07-31,0.11283713
a0WOG000004S8A12AK,2026-07-31,0.041407958
a0WOG000004S8DF2A0,2026-07-31,0.049104474
a0WOG000004SiLZ2A0,2026-07-31,0.15873748
a0WOG000004T50P2AS,2026-07-31,0.43613964
a0WOG000004TEQH2A4,2026-07-31,0.031037217
a0WOG000004TvDV2A0,2026-07-31,0.0075701983
a0WOG000004Tz7R2AS,2026-07-31,0.4547313
a0WOG000004U4iD2AS,2026-07-31,0.28841457
a0WOG000004U5MX2A0,2026-07-31,0.22129172
a0WOG000004U7Y12AK,2026-07-31,0.15382655
a0WOG000004UCxV2AW,2026-07-31,0.6307502
a0WOG000004Uhrd2AC,2026-07-31,0.4526067
a0WOG000004UlTp2AK,2026-07-31,0.4304287
a0WOG000004Unqb2AC,2026-07-31,0.1435293
a0WOG000004VNJ12AO,2026-07-31,0.19048297
a0WOG000004VRpd2AG,2026-07-31,0.6640201
a0WOG000004VRuT2AW,2026-07-31,0.3319265
a0WOG000004VVMz2AO,2026-07-31,0.14945555
a0WOG000004VW6A2AW,2026-07-31,0.038054682
a0WOG000004WgLB2A0,2026-07-31,0.7220015
a0WOG000004WiRp2AK,2026-07-31,0.58088076
a0WOG000004Wok92AC,2026-07-31,0.19045193
a0WOG000004WpI12AK,2026-07-31,0.1972196
a0WOG000004X1vt2AC,2026-07-31,0.056437664
a0WOG000004XMlp2AG,2026-07-31,0.07353966
a0WOG000004XRK52AO,2026-07-31,0.45919704
a0WOG000004Xbw92AC,2026-07-31,0.012601154
a0WOG000004XeNl2AK,2026-07-31,0.13688956
a0WOG000004Xf8Y2AS,2026-07-31,0.018667925
a0WOG000004XhWv2AK,2026-07-31,0.5209102
a0WOG000004XnE92AK,2026-07-31,0.50842535
a0WOG000004XoLV2A0,2026-07-31,0.122567475
a0WOG000004Xt0D2AS,2026-07-31,0.019376786
a0WOG000004Y54b2AC,2026-07-31,0.24210413
a0WOG000004Y9bF2AS,2026-07-31,0.81151664
a0WOG000004YAXJ2A4,2026-07-31,0.8639593
a0WOG000004YAdl2AG,2026-07-31,0.12333742
a0WOG000004YAyj2AG,2026-07-31,0.8760984
a0WOG000004YCpF2AW,2026-07-31,0.18186294
a0WOG000004YE4f2AG,2026-07-31,0.08679413
a0WOG000004YE9V2AW,2026-07-31,0.045218702
a0WOG000004YEcX2AW,2026-07-31,0.032375284
a0WOG000004YMqD2AW,2026-07-31,0.023321144
a0WOG000004YOIX2A4,2026-07-31,0.0749209
a0WOG000004YOvG2AW,2026-07-31,0.055401664
a0WOG000004YQQn2AO,2026-07-31,0.7882782
a0WOG000004YT8X2AW,2026-07-31,0.5795435
a0WOG000004YdCj2AK,2026-07-31,0.09331293
a0WOG000004YevB2AS,2026-07-31,0.06755099
a0WOG000004Yfpd2AC,2026-07-31,0.14178802
a0WOG000004Z9J32AK,2026-07-31,0.34931707
a0WOG000004ZClZ2AW,2026-07-31,0.0848805
a0WOG000004ZDeP2AW,2026-07-31,0.14002177
a0WOG000004ZGij2AG,2026-07-31,0.92539656
a0WOG000004ZPcL2AW,2026-07-31,0.06040302
a0WOG000004ZQF32AO,2026-07-31,0.13303877
a0WOG000004ZR7t2AG,2026-07-31,0.61709017
a0WOG000004ZRO12AO,2026-07-31,0.15123583
a0WOG000004ZZgX2AW,2026-07-31,0.09767156
a0WOG000004atbZ2AQ,2026-07-31,0.8920967
a0WOG000004b4tZ2AQ,2026-07-31,0.08868638
a0WOG000004b5sr2AA,2026-07-31,0.09955986
a0WOG000004bDgj2AE,2026-07-31,0.14939934
a0WOG000004bbvx2AA,2026-07-31,0.08099486
a0WOG000004bgZ32AI,2026-07-31,0.057112105
a0WOG000004c2JR2AY,2026-07-31,0.54398805
a0WOG000004cLkH2AU,2026-07-31,0.10832061
a0WOG000004cMhx2AE,2026-07-31,0.039875634
a0WOG000004cOIN2A2,2026-07-31,0.8780022
a0WOG000004cbfN2AQ,2026-07-31,0.15005945
a0WOG000004ckp72AA,2026-07-31,0.020908883
a0WOG000004clDJ2AY,2026-07-31,0.14079075
a0WOG000004crx42AA,2026-07-31,0.44782615
a0WOG000004ddtd2AA,2026-07-31,0.41156635
a0WOG000004dsXh2AI,2026-07-31,0.0677764
a0WOG000004ePwg2AE,2026-07-31,0.053141173
a0WOG000004eZO92AM,2026-07-31,0.22707935
a0WOG000004ea2T2AQ,2026-07-31,0.09728692
a0WOG000004egkb2AA,2026-07-31,0.78349733
a0WOG000004ei022AA,2026-07-31,0.14179972
a0WOG000004ejnJ2AQ,2026-07-31,0.029456908
a0WOG000004f7uT2AQ,2026-07-31,0.0605549
a0WOG000004fFs12AE,2026-07-31,0.55187494
a0WOG000004fG052AE,2026-07-31,0.02115004
a0WOG000004fGUk2AM,2026-07-31,0.23644063
a0WOG000004fGzN2AU,2026-07-31,0.005884345
a0WOG000004fOfB2AU,2026-07-31,0.10541382
a0WOG000004fR0L2AU,2026-07-31,0.043286275
a0WOG000004fSPR2A2,2026-07-31,0.16769724
a0WOG000004fVFF2A2,2026-07-31,0.20405588
a0WOG000004fWXt2AM,2026-07-31,0.59865624
a0WOG000004fXCD2A2,2026-07-31,0.1292621
a0WOG000004fhGP2AY,2026-07-31,0.4175353
a0WOG000004g7nZ2AQ,2026-07-31,0.82083976
a0WOG000004g9uD2AQ,2026-07-31,0.031958878
a0WOG000004gKRR2A2,2026-07-31,0.0341435
a0WOG000004gKeL2AU,2026-07-31,0.11886175
a0WOG000004gLwz2AE,2026-07-31,0.85906726
a0WOG000004gM3R2AU,2026-07-31,0.8539652
a0WOG000004gRO52AM,2026-07-31,0.48508903
a0WOG000004gRzB2AU,2026-07-31,0.7222679
a0WOG000004hRaZ2AU,2026-07-31,0.07831636
a0WOG000004hbwT2AQ,2026-07-31,0.39792714
a0WOG000004hqHC2AY,2026-07-31,0.119873345
a0WOG000004i0bV2AQ,2026-07-31,0.10904869
a0WOG000004i0d72AA,2026-07-31,0.116322964
a0WOG000004i2Bt2AI,2026-07-31,0.02996243
a0WOG000004i5RV2AY,2026-07-31,0.09728685
a0WOG000004iAiw2AE,2026-07-31,0.027464233
a0WOG000004itXx2AI,2026-07-31,0.08430675
a0WOG000004ivLF2AY,2026-07-31,0.023372669
a0WOG000004j85Z2AQ,2026-07-31,0.67883843
a0WOG000004j9EX2AY,2026-07-31,0.010003814
a0WOG000004jIg22AE,2026-07-31,0.27013344
a0WOG000004jZ2X2AU,2026-07-31,0.18219124
a0WOG000004jh052AA,2026-07-31,0.07092651
a0WOG000004jjgD2AQ,2026-07-31,0.32758576
a0WOG000004jpSH2AY,2026-07-31,0.058609836
a0WOG000004jq9q2AA,2026-07-31,0.08661111
a0WOG000004jqD32AI,2026-07-31,0.055751644
a0WOG000004jsLJ2AY,2026-07-31,0.12161935
a0WOG000004jtFl2AI,2026-07-31,0.52617353
a0WOG000004kdSH2AY,2026-07-31,0.470646
a0WOG000004knwH2AQ,2026-07-31,0.074929096
a0WOG000004kpA52AI,2026-07-31,0.050415978
a0WOG000004l4yj2AA,2026-07-31,0.17857462
a0WOG000004l84f2AA,2026-07-31,0.016064737
a0WOG000004l9aD2AQ,2026-07-31,0.61030644
a0WOG000004l9gf2AA,2026-07-31,0.29658395
a0WOG000004l9tZ2AQ,2026-07-31,0.15463836
a0WOG000004lAEX2A2,2026-07-31,0.10905711
a0WOG000004lD172AE,2026-07-31,0.019246923
a0WOG000004lD9B2AU,2026-07-31,0.047376845
a0WOG000004lILl2AM,2026-07-31,0.06895979
a0WOG000004lQuP2AU,2026-07-31,0.3629816
a0WOG000004lpBF2AY,2026-07-31,0.08688682
a0WOG000004lt3a2AA,2026-07-31,0.5123453
a0WOG000004m2ej2AA,2026-07-31,0.22005658
a0WOG000004m3e12AA,2026-07-31,0.60009867
a0WOG000004m82b2AA,2026-07-31,0.24833861
a0WOG000004m84D2AQ,2026-07-31,0.6638934
a0WOG000004m8932AA,2026-07-31,0.83843493
a0WOG000004mCiv2AE,2026-07-31,0.4880005
a0WOG000004mTdJ2AU,2026-07-31,0.032283295
a0WOG000004nQzx2AE,2026-07-31,0.13948324
a0WOG000004nRnx2AE,2026-07-31,0.46739784
a0WOG000004nVbR2AU,2026-07-31,0.17414862
a0WOG000004nWIz2AM,2026-07-31,0.02966211
a0WOG000004nWqr2AE,2026-07-31,0.7329637
a0WOG000004nX3l2AE,2026-07-31,0.65837497
a0WOG000004nXjh2AE,2026-07-31,0.78616387
a0WOG000004nd7Z2AQ,2026-07-31,0.43459797
a0WOG000004nkiX2AQ,2026-07-31,0.063513
a0WOG000004nz012AA,2026-07-31,0.9586743
a0WOG000004oSrd2AE,2026-07-31,0.13563919
a0WOG000004oTMI2A2,2026-07-31,0.20304194
a0WOG000004oTu92AE,2026-07-31,0.14207903
a0WOG000004oeXp2AI,2026-07-31,0.66909397
a0WOG000004ojkP2AQ,2026-07-31,0.018771976
a0WOG000004olCj2AI,2026-07-31,0.20788316
a0WOG000004ou9Z2AQ,2026-07-31,0.36451855
a0WOG000004p67V2AQ,2026-07-31,0.006643557
a0WOG000004pPN32AM,2026-07-31,0.18939938
a0WOG000004pPzl2AE,2026-07-31,0.38851365
a0WOG000004pQar2AE,2026-07-31,0.1688822
a0WOG000004pSO92AM,2026-07-31,0.13578168
a0WOG000004pTiP2AU,2026-07-31,0.08969942
a0WOG000004pcTx2AI,2026-07-31,0.075995095
a0WOG000004pe2k2AA,2026-07-31,0.028405994
a0WOG000004peIr2AI,2026-07-31,0.13141166
a0WOG000004pflB2AQ,2026-07-31,0.22965188
a0WOG000004pint2AA,2026-07-31,0.036094934
a0WOG000004pmWX2AY,2026-07-31,0.26560298
a0WOG000004q4QE2AY,2026-07-31,0.81231356
a0WOG000004qMtN2AU,2026-07-31,0.4726989
a0WOG000004qTJl2AM,2026-07-31,0.05619931
a0WOG000004qWuL2AU,2026-07-31,0.62428576
a0WOG000004qbNl2AI,2026-07-31,0.21674955
a0WOG000004qdW12AI,2026-07-31,0.23196788
a0WOG000004qe8j2AA,2026-07-31,0.0377309
a0WOG000004qksU2AQ,2026-07-31,0.33163825
a0WOG000004qunG2AQ,2026-07-31,0.0241786
a0WOG000004r01B2AQ,2026-07-31,0.048907083
a0WOG000004r7c92AA,2026-07-31,0.028029773
a0WOG000004rA3n2AE,2026-07-31,0.13097082
a0WOG000004rKkf2AE,2026-07-31,0.14053282
a0WOG000004rLyT2AU,2026-07-31,0.49525464
a0WOG000004rPpI2AU,2026-07-31,0.19995427
a0WOG000004rS5V2AU,2026-07-31,0.11240554
a0WOG000004rUNR2A2,2026-07-31,0.24411507
a0WOG000004sZsv2AE,2026-07-31,0.09488592
a0WOG000004sk0L2AQ,2026-07-31,0.16017018
a0WOG000004slE92AI,2026-07-31,0.46779945
a0WOG000004slNp2AI,2026-07-31,0.044729784
a0WOG000004smF32AI,2026-07-31,0.5524122
a0WOG000004soiH2AQ,2026-07-31,0.5104513
a0WOG000004su6A2AQ,2026-07-31,0.35251012
a0WOG000004t1vd2AA,2026-07-31,0.02193758
a0WOG000004t3W12AI,2026-07-31,0.6052668
a0WOG000004teQj2AI,2026-07-31,0.13872379
a0WOG000004tnU12AI,2026-07-31,0.4601868
a0WOG000004trPZ2AY,2026-07-31,0.023063142
a0WOG000004txWb2AI,2026-07-31,0.03069297
a0WOG000004u2022AA,2026-07-31,0.38359833
a0WOG000004u3Dp2AI,2026-07-31,0.05826178
a0WOG000004u3Ig2AI,2026-07-31,0.013326872
a0WOG000004u4wH2AQ,2026-07-31,0.021875776
a0WOG000004uAiL2AU,2026-07-31,0.2464358
a0WOG000004uC952AE,2026-07-31,0.8172585
a0WOG000004uDQ52AM,2026-07-31,0.042751722
a0WOG000004ubKM2AY,2026-07-31,0.0992599
a0WOG000004ucLF2AY,2026-07-31,0.037295405
a0WOG000004ud7g2AA,2026-07-31,0.11229463
a0WOG000004ueWj2AI,2026-07-31,0.6833057
a0WOG000004umkP2AQ,2026-07-31,0.050226748
a0WOG000004unWn2AI,2026-07-31,0.2182713
a0WOG000004uwDV2AY,2026-07-31,0.057857756
a0WOG000004vOCz2AM,2026-07-31,0.099246874
a0WOG000004wDCH2A2,2026-07-31,0.21059483
a0WOG000004wTiV2AU,2026-07-31,0.735435
a0WOG000004wdrV2AQ,2026-07-31,0.02027686
a0WOG000004wyfp2AA,2026-07-31,0.5261167
a0WOG000004xEuI2AU,2026-07-31,0.011646839
a0WOG000004xPEb2AM,2026-07-31,0.19723153
a0WOG000004xRQ52AM,2026-07-31,0.031932343
a0WOG000004xT0U2AU,2026-07-31,0.66500044
a0WOG000004xdFx2AI,2026-07-31,0.48672682
a0WOG000004xjwT2AQ,2026-07-31,0.087012105
a0WOG000004xlTd2AI,2026-07-31,0.32593396
a0WOG000004xomT2AQ,2026-07-31,0.02542459
a0WOG000004xtJ72AI,2026-07-31,0.062760174
a0WOG000004xuS52AI,2026-07-31,0.32447812
a0WOG000004y0PR2AY,2026-07-31,0.77111447
a0WOG000004y1tO2AQ,2026-07-31,0.006628696
a0WOG000004y66f2AA,2026-07-31,0.83008415
a0WOG000004ycMg2AI,2026-07-31,0.023876697
a0WOG000004yceP2AQ,2026-07-31,0.90901434
a0WOG000004ygLR2AY,2026-07-31,0.15419266
a0WOG000004z6kX2AQ,2026-07-31,0.6591671
a0WOG000004z7a92AA,2026-07-31,0.03617193
a0WOG000004zNGn2AM,2026-07-31,0.031292666
a0WOG000004zaqf2AA,2026-07-31,0.8555255
a0WOG00000506CE2AY,2026-07-31,0.07415396
a0WOG00000509TR2AY,2026-07-31,0.07859111
a0WOG0000050C372AE,2026-07-31,0.87524086
a0WOG0000050CxZ2AU,2026-07-31,0.7107656
a0WOG0000050Lkj2AE,2026-07-31,0.60932606
a0WOG0000050Lw12AE,2026-07-31,0.15965702
a0WOG0000050PDF2A2,2026-07-31,0.041667845
a0WOG0000050PI52AM,2026-07-31,0.44538555
a0WOG0000050POX2A2,2026-07-31,0.07300677
a0WOG0000050bSv2AI,2026-07-31,0.8106928
a0WOG0000050wU92AI,2026-07-31,0.3357999
a0WOG00000519eH2AQ,2026-07-31,0.122137845
a0WOG0000051Mrf2AE,2026-07-31,0.5546292
a0WOG0000051UpB2AU,2026-07-31,0.32362968
a0WOG0000051gIT2AY,2026-07-31,0.15137945
a0WOG0000052BB02AM,2026-07-31,0.9119901
a0WOG0000052BMH2A2,2026-07-31,0.49400848
a0WOG0000052HTJ2A2,2026-07-31,0.1798015
a0WOG0000052P972AE,2026-07-31,0.89954346
a0WOG0000052Pdl2AE,2026-07-31,0.06056057
a0WOG0000052UQX2A2,2026-07-31,0.05037663
a0WOG0000052US92AM,2026-07-31,0.13351445
a0WOG0000052UlV2AU,2026-07-31,0.02513839
a0WOG0000053OxN2AU,2026-07-31,0.032837924
a0WOG0000053hWz2AI,2026-07-31,0.16440809
a0WOG0000053pkf2AA,2026-07-31,0.6378402
a0WOG00000541Fa2AI,2026-07-31,0.029238582
a0WOG000005425C2AQ,2026-07-31,0.78214663
a0WOG00000543XV2AY,2026-07-31,0.28056616
a0WOG00000544VB2AY,2026-07-31,0.07779389
a0WOG00000544YP2AY,2026-07-31,0.047973085
a0WOG00000544a12AA,2026-07-31,0.6678211
a0WOG00000548nJ2AQ,2026-07-31,0.07972569
a0WOG0000054DJx2AM,2026-07-31,0.6840617
a0WOG0000054FX32AM,2026-07-31,0.059021953
a0WOG0000054IGP2A2,2026-07-31,0.27803013
a0WOG0000054oMj2AI,2026-07-31,0.020177031
a0WOG0000054pST2AY,2026-07-31,0.42649528
a0WOG0000054rFl2AI,2026-07-31,0.6779994
a0WOG000005546X2AQ,2026-07-31,0.1831736
a0WOG00000559W12AI,2026-07-31,0.73990285
a0WOG0000055Dcr2AE,2026-07-31,0.022759628
a0WOG0000055Q842AE,2026-07-31,0.23570412
a0WOG0000055vM92AI,2026-07-31,0.10199824
a0WOG00000567Tl2AI,2026-07-31,0.17652838
a0WOG0000056A0D2AU,2026-07-31,0.32168287
a0WOG0000056iJh2AI,2026-07-31,0.89388317
a0WOG0000056nPl2AI,2026-07-31,0.2559497
a0WOG0000056tmv2AA,2026-07-31,0.81658596
a0WOG0000056uXh2AI,2026-07-31,0.5095969
a0WOG0000056v8n2AA,2026-07-31,0.028660754
a0WOG000005723p2AA,2026-07-31,0.07471624
a0WOG00000573vx2AA,2026-07-31,0.026616367
a0WOG0000057G8P2AU,2026-07-31,0.09477739
a0WOG0000057nxB2AQ,2026-07-31,0.20312688
a0WOG000005857h2AA,2026-07-31,0.09562175
a0WOG0000058DV32AM,2026-07-31,0.5115841
a0WOG0000058ICz2AM,2026-07-31,0.061720066
a0WOG0000058o3B2AQ,2026-07-31,0.06611196
a0WOG0000059GNd2AM,2026-07-31,0.6514684
a0WOG0000059nkz2AA,2026-07-31,0.28550068
a0WOG0000059plB2AQ,2026-07-31,0.77928567
a0WOG0000059rF72AI,2026-07-31,0.1278164
a0WOG000005A9SA2A0,2026-07-31,0.09740147
a0WOG000005AB0v2AG,2026-07-31,0.036016386
a0WOG000005AK7S2AW,2026-07-31,0.19383259
a0WOG000005AusT2AS,2026-07-31,0.083009996
a0WOG000005B0rR2AS,2026-07-31,0.11167624
a0WOG000005B12k2AC,2026-07-31,0.17419168
a0WOG000005B1HF2A0,2026-07-31,0.51065177
a0WOG000005BBmr2AG,2026-07-31,0.78232205
a0WOG000005BTBt2AO,2026-07-31,0.08979762
a0WOG000005BkKo2AK,2026-07-31,0.2968282
a0WOG000005C3Yj2AK,2026-07-31,0.11051544
a0WOG000005C7CX2A0,2026-07-31,0.021170212
a0WOG000005CALk2AO,2026-07-31,0.48778763
a0WOG000005CLvR2AW,2026-07-31,0.052024137
a0WOG000005CT3N2AW,2026-07-31,0.087713026
a0WOG000005CWE92AO,2026-07-31,0.84157896
a0WOG000005Ce0P2AS,2026-07-31,0.03491842
a0WOG000005D5Jx2AK,2026-07-31,0.0513258
a0WOG000005D5v32AC,2026-07-31,0.35296017
a0WOG000005DHn52AG,2026-07-31,0.9267947
a0WOG000005DQjN2AW,2026-07-31,0.2597385
a0WOG000005DWVR2A4,2026-07-31,0.7286605
a0WOG000005DYU12AO,2026-07-31,0.0920337
a0WOG000005Ddwj2AC,2026-07-31,0.051798817
a0WOG000005E6fN2AS,2026-07-31,0.26074335
a0WOG000005E71x2AC,2026-07-31,0.06327306
a0WOG000005EA4f2AG,2026-07-31,0.14200461
a0WOG000005EBNM2A4,2026-07-31,0.20041138
a0WOG000005EGrd2AG,2026-07-31,0.2506186
a0WOG000005ENbN2AW,2026-07-31,0.41866106
a0WOG000005ENhp2AG,2026-07-31,0.3936827
a0WOG000005EOqo2AG,2026-07-31,0.4173519
a0WOG000005EPOf2AO,2026-07-31,0.7714012
a0WOG000005FEhJ2AW,2026-07-31,0.3683791
a0WOG000005FJfN2AW,2026-07-31,0.288896
a0WOG000005FjWb2AK,2026-07-31,0.17796169
a0WOG000005FkXV2A0,2026-07-31,0.35749078
a0WOG000005FrKU2A0,2026-07-31,0.036857557
a0WOG000005FvBB2A0,2026-07-31,0.022087073
a0WOG000005FyH72AK,2026-07-31,0.13558164
a0WOG000005G69p2AC,2026-07-31,0.6372009
a0WOG000005GWp32AG,2026-07-31,0.091167755
a0WOG000005GZwb2AG,2026-07-31,0.25613973
a0WOG000005Gae92AC,2026-07-31,0.6661285
a0WOG000005GgLN2A0,2026-07-31,0.014677116
a0WOG000005Gmyf2AC,2026-07-31,0.10478652
a0WOG000005Gr0f2AC,2026-07-31,0.16492516
a0WOG000005HsNi2AK,2026-07-31,0.07619231
a0WOG000005IIA52AO,2026-07-31,0.19704203
a0WOG000005ISFt2AO,2026-07-31,0.059686817
a0WOG000005IsBx2AK,2026-07-31,0.42569798
a0WOG000005It6P2AS,2026-07-31,0.14028092
a0WOG000005IvL72AK,2026-07-31,0.08739812
a0WOG000005Iw5t2AC,2026-07-31,0.32969198
a0WOG000005IwYv2AK,2026-07-31,0.017134763
a0WOG000005J3FR2A0,2026-07-31,0.82348734
a0WOG000005JFuv2AG,2026-07-31,0.9214316
a0WOG000005JebZ2AS,2026-07-31,0.017747534
a0WOG000005Jfnl2AC,2026-07-31,0.030795017
a0WOG000005JkU52AK,2026-07-31,0.9593784
a0WOG000005JnF42AK,2026-07-31,0.066004366
a0WOG000005JuIA2A0,2026-07-31,0.01272577
a0WOG000005JuV32AK,2026-07-31,0.22174282
a0WOG000005JwGj2AK,2026-07-31,0.06873215
a0WOG000005KGiT2AW,2026-07-31,0.093340844
a0WOG000005KHBV2A4,2026-07-31,0.017377269
a0WOG000005KLbi2AG,2026-07-31,0.24947979
a0WOG000005KOjF2AW,2026-07-31,0.100363284
a0WOG000005KTZF2A4,2026-07-31,0.33759594
